synthetic_id,template_star_id,label,null_family,noise_multiplier,score,flags,split
PHASE07-FULL-CADENCE:derd_geometric:0056,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.36984103338758123,[],development
PHASE07-FULL-CADENCE:derd_geometric:0057,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5816377224540381,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0058,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5675890024096278,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0059,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,19.10011920907507,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'AMPLITUDE_RATIO_EXTREME']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0060,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,5.550877162071419,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0061,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.6992993272957677,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0062,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.4037981098998104,[],development
PHASE07-FULL-CADENCE:derd_geometric:0063,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.696420416583182,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0064,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.1392053809884741,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0065,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5859067520108615,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
PHASE07-FULL-CADENCE:derd_geometric:0066,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.4144064041377954,[],development
PHASE07-FULL-CADENCE:derd_geometric:0067,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.2602592773309936,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0068,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.34295090875355355,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0069,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.9877206065136032,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
PHASE07-FULL-CADENCE:derd_geometric:0070,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.6572884470198832,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0071,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.27141738144119026,[],development
PHASE07-FULL-CADENCE:derd_geometric:0072,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.3406203437296521,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0073,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.22505495254219748,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0074,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.8361882120858557,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0075,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.5812230450511875,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0076,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.7070392784601089,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0077,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.048004945314091,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
PHASE07-FULL-CADENCE:derd_geometric:0078,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.23696210460363015,[],development
PHASE07-FULL-CADENCE:derd_geometric:0079,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,2.024708275664223,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0080,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.2042699892163424,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0081,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.4132887358055877,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
PHASE07-FULL-CADENCE:derd_geometric:0082,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5881706558960168,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0083,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.23986842248817397,[],development
PHASE07-FULL-CADENCE:derd_geometric:0084,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.24702938603103736,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0085,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.971955280306671,['RESIDUE_SIGN_CONSTRAINT_FAILED'],development
PHASE07-FULL-CADENCE:derd_geometric:0086,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.23907447178077215,[],development
PHASE07-FULL-CADENCE:derd_geometric:0087,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.6606181054243465,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
PHASE07-FULL-CADENCE:derd_geometric:0088,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.35794533434218084,[],development
PHASE07-FULL-CADENCE:derd_geometric:0089,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.141292305023968,[],development
PHASE07-FULL-CADENCE:derd_geometric:0090,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.8213876698571152,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0091,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.6620677719852567,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0092,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.280585777740648,[],development
PHASE07-FULL-CADENCE:derd_geometric:0093,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.9727506676230295,['RESIDUE_SIGN_CONSTRAINT_FAILED'],holdout
PHASE07-FULL-CADENCE:derd_geometric:0094,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.6083304382962555,[],development
PHASE07-FULL-CADENCE:derd_geometric:0095,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.9500216285413831,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0096,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5298791638431417,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0097,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.8324533490692656,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0098,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.5142424499556744,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0099,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.12167112498679787,[],development
PHASE07-FULL-CADENCE:derd_geometric:0100,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.3465896002113129,[],development
PHASE07-FULL-CADENCE:derd_geometric:0101,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.513641486909297,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0102,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.6012292256204723,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0103,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.7973066415732226,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
PHASE07-FULL-CADENCE:derd_geometric:0104,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.9199366599769694,['RESIDUE_SIGN_CONSTRAINT_FAILED'],development
PHASE07-FULL-CADENCE:derd_geometric:0105,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.8464222354945293,['RESIDUE_SIGN_CONSTRAINT_FAILED'],development
PHASE07-FULL-CADENCE:derd_geometric:0106,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,4.098744208477926,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0107,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5530361488649583,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0108,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.44755237654054975,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0109,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.9466320723469906,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0110,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.4405080024859666,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0111,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.2447146200848856,[],development
PHASE07-FULL-CADENCE:derd_geometric:0112,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.1713852788893608,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
PHASE07-FULL-CADENCE:derd_geometric:0113,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.26294078475225097,[],development
PHASE07-FULL-CADENCE:derd_geometric:0114,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.3911534105658133,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0115,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5979124253207837,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0116,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.080926236181006,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0117,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5169877297253542,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0118,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.3808005915285524,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
PHASE07-FULL-CADENCE:derd_geometric:0119,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,7.369407407316867,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0120,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.35074112937104446,[],development
PHASE07-FULL-CADENCE:derd_geometric:0121,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.2460634478820578,[],development
PHASE07-FULL-CADENCE:derd_geometric:0122,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.3686943146066952,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
PHASE07-FULL-CADENCE:derd_geometric:0123,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.917287072730509,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0124,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.6543461094150854,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
PHASE07-FULL-CADENCE:derd_geometric:0125,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.3906676696047151,[],development
PHASE07-FULL-CADENCE:derd_geometric:0126,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.30131194206681317,[],development
PHASE07-FULL-CADENCE:derd_geometric:0127,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.19770588697770206,[],development
PHASE07-FULL-CADENCE:derd_geometric:0128,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.7071545599582257,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0129,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.2085161400355642,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0130,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.11796081699542117,[],development
PHASE07-FULL-CADENCE:derd_geometric:0131,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,7.724204046805994,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",holdout
PHASE07-FULL-CADENCE:derd_geometric:0132,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.8860442803608845,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0133,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,2.185781439805798,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
PHASE07-FULL-CADENCE:derd_geometric:0134,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,13.79020365740743,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
PHASE07-FULL-CADENCE:derd_geometric:0135,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.3337526470090515,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0136,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5333052423815478,[],development
PHASE07-FULL-CADENCE:derd_geometric:0137,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.0328879292916715,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0138,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.8796044792049609,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
PHASE07-FULL-CADENCE:derd_geometric:0139,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.7766817911522511,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0140,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,24.704881909184518,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
PHASE07-FULL-CADENCE:derd_geometric:0141,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.7712449029965144,[],holdout
PHASE07-FULL-CADENCE:derd_geometric:0142,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.23521852898910375,[],development
PHASE07-FULL-CADENCE:derd_geometric:0143,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.3759668805822622,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
PHASE07-FULL-CADENCE:derd_geometric:0144,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.41801380773594216,[],development
PHASE07-FULL-CADENCE:derd_geometric:0145,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.5098309975488416,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0146,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,1.4926928331506175,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
PHASE07-FULL-CADENCE:derd_geometric:0147,PHASE07-FULL-CADENCE,1,derd_geometric,1.0,0.21424968066781122,[],development
