star_id,stratum,family,mode,survey,band,period_days,observation_count,phase_coverage_bins,relative_path,source_sha256,source_authority,source_locator,license_or_reuse_basis,mode_policy
SYN-DSCT-SINGLE-00,DSCT-SINGLE,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-SINGLE-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-01,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-02,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-03,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-04,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-05,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-06,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-07,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-08,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-09,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-10,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-11,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-12,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-13,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-HADS-14,DSCT-HADS,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-HADS-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-00,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-01,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-02,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-03,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-04,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-05,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-06,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-07,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-08,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-09,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-10,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-11,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-12,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-13,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-DSCT-COMPLEX-14,DSCT-COMPLEX,Delta Scuti,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-DSCT-COMPLEX-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-00,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-01,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-02,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-03,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-04,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-05,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-06,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-07,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-08,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-09,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-10,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-11,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-11.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-12,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-12.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-13,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-13.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-STABLE-14,RRL-RRAB-STABLE,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-STABLE-14.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-00,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-00.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-01,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-01.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-02,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-02.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-03,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-03.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-04,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-04.dat,2ead71af4cffeb212b74147b17fac79eba4c0790e9b29b0246ca222863d1ce82,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-05,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-05.dat,6e28ccbf491ca1ee1c9b7a12f659c1f2ed8907ea228ef4c01cd4b2b6ff0272a0,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-06,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-06.dat,3834113d202b52d33a68c7f6e9820f008915c5f55ac4a7bf01ede5bf268e3a04,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-07,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-07.dat,457054b94981b0db35abf3b98d86fae992ccf29e705b99219df8604b37dc4e46,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-08,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-08.dat,0bd2348ae3b53a4a85f504d703b433c2477185fd925bd279877940c604b58696,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-09,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-09.dat,507d144fa1393466fb0ce6b742de6b815f02f5f6fefc64371ac2dda9dad1bac7,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
SYN-RRL-RRAB-BLAZHKO-10,RRL-RRAB-BLAZHKO,RR Lyrae,synthetic-governance-only,synthetic governance fixture,none,1.0,60,12,SYN-RRL-RRAB-BLAZHKO-10.dat,377226c49c666cff21b4ff15858131efa97d212817ff5d92e5339607a8a02dce,DERD test fixture generator,local:artifacts/phase04_readiness/synthetic_demo,generated locally for software governance tests,not astrophysical; governance fixture only
